"gemeinde_kennziffer";"metrik";"l_untergrenze";"exponierte";"l_zentral";"quelle";"kartierungsumfang";"datenquelle"
"01002000";"lden";"65";"21300";"67";"Straße";"all";"EEA"
"01002000";"lden";"70";"4200";"72";"Straße";"all";"EEA"
"01002000";"lden";"75";"300";"77";"Straße";"all";"EEA"
"01002000";"lnight";"50";"25500";"52";"Straße";"all";"EEA"
"01002000";"lnight";"55";"21700";"57";"Straße";"all";"EEA"
"01002000";"lnight";"60";"5400";"62";"Straße";"all";"EEA"
"01002000";"lnight";"65";"400";"67";"Straße";"all";"EEA"
"01002000";"lnight";"70";"0";"72";"Straße";"all";"EEA"
"01002000";"lden";"55";"17100";"57";"Straße";"major";"EEA"
"01002000";"lden";"60";"8900";"62";"Straße";"major";"EEA"
"01002000";"lden";"65";"5600";"67";"Straße";"major";"EEA"
"01002000";"lden";"70";"2500";"72";"Straße";"major";"EEA"
"01002000";"lden";"75";"300";"77";"Straße";"major";"EEA"
"01002000";"lnight";"50";"10100";"52";"Straße";"major";"EEA"
"01002000";"lnight";"55";"6100";"57";"Straße";"major";"EEA"
"01002000";"lnight";"60";"2800";"62";"Straße";"major";"EEA"
"01002000";"lnight";"65";"300";"67";"Straße";"major";"EEA"
"01002000";"lnight";"70";"0";"72";"Straße";"major";"EEA"
"01003000";"lden";"55";"23300";"57";"Straße";"all";"EEA"
"01003000";"lden";"60";"16100";"62";"Straße";"all";"EEA"
"01003000";"lden";"65";"18700";"67";"Straße";"all";"EEA"
"01003000";"lden";"70";"4400";"72";"Straße";"all";"EEA"
"01003000";"lden";"75";"0";"77";"Straße";"all";"EEA"
"01003000";"lnight";"50";"18700";"52";"Straße";"all";"EEA"
"01003000";"lnight";"55";"19200";"57";"Straße";"all";"EEA"
"01003000";"lnight";"60";"6300";"62";"Straße";"all";"EEA"
"01003000";"lnight";"65";"100";"67";"Straße";"all";"EEA"
"01003000";"lnight";"70";"0";"72";"Straße";"all";"EEA"
"01003000";"lden";"55";"16800";"57";"Straße";"major";"EEA"
"01003000";"lden";"60";"8700";"62";"Straße";"major";"EEA"
"01003000";"lden";"65";"9500";"67";"Straße";"major";"EEA"
"01003000";"lden";"70";"3000";"72";"Straße";"major";"EEA"
"01003000";"lden";"75";"0";"77";"Straße";"major";"EEA"
"01003000";"lnight";"50";"11500";"52";"Straße";"major";"EEA"
"01003000";"lnight";"55";"9900";"57";"Straße";"major";"EEA"
"01003000";"lnight";"60";"3900";"62";"Straße";"major";"EEA"
"01003000";"lnight";"65";"100";"67";"Straße";"major";"EEA"
"01003000";"lnight";"70";"0";"72";"Straße";"major";"EEA"
"02000000";"lden";"55";"222100";"57";"Straße";"all";"EEA"
"02000000";"lden";"60";"222300";"62";"Straße";"all";"EEA"
"02000000";"lden";"65";"154900";"67";"Straße";"all";"EEA"
"02000000";"lden";"70";"29200";"72";"Straße";"all";"EEA"
"02000000";"lden";"75";"400";"77";"Straße";"all";"EEA"
"02000000";"lnight";"50";"233400";"52";"Straße";"all";"EEA"
"02000000";"lnight";"55";"175700";"57";"Straße";"all";"EEA"
"02000000";"lnight";"60";"38300";"62";"Straße";"all";"EEA"
"02000000";"lnight";"65";"800";"67";"Straße";"all";"EEA"
"02000000";"lnight";"70";"200";"72";"Straße";"all";"EEA"
"02000000";"lden";"55";"148600";"57";"Straße";"major";"EEA"
"02000000";"lden";"60";"138200";"62";"Straße";"major";"EEA"
"02000000";"lden";"65";"135000";"67";"Straße";"major";"EEA"
"02000000";"lden";"70";"27000";"72";"Straße";"major";"EEA"
"02000000";"lden";"75";"300";"77";"Straße";"major";"EEA"
"02000000";"lnight";"50";"146900";"52";"Straße";"major";"EEA"
"02000000";"lnight";"55";"148300";"57";"Straße";"major";"EEA"
"02000000";"lnight";"60";"35600";"62";"Straße";"major";"EEA"
"02000000";"lnight";"65";"700";"67";"Straße";"major";"EEA"
"02000000";"lnight";"70";"200";"72";"Straße";"major";"EEA"
"03101000";"lden";"55";"49600";"57";"Straße";"all";"EEA"
"03101000";"lden";"60";"32500";"62";"Straße";"all";"EEA"
"03101000";"lden";"65";"20600";"67";"Straße";"all";"EEA"
"03101000";"lden";"70";"8700";"72";"Straße";"all";"EEA"
"03101000";"lden";"75";"100";"77";"Straße";"all";"EEA"
"03101000";"lnight";"50";"36900";"52";"Straße";"all";"EEA"
"03101000";"lnight";"55";"21600";"57";"Straße";"all";"EEA"
"03101000";"lnight";"60";"10100";"62";"Straße";"all";"EEA"
"03101000";"lnight";"65";"300";"67";"Straße";"all";"EEA"
"03101000";"lnight";"70";"0";"72";"Straße";"all";"EEA"
"03101000";"lden";"55";"32300";"57";"Straße";"major";"EEA"
"03101000";"lden";"60";"16900";"62";"Straße";"major";"EEA"
"03101000";"lden";"65";"13800";"67";"Straße";"major";"EEA"
"03101000";"lden";"70";"8200";"72";"Straße";"major";"EEA"
"03101000";"lden";"75";"100";"77";"Straße";"major";"EEA"
"03101000";"lnight";"50";"21000";"52";"Straße";"major";"EEA"
"03101000";"lnight";"55";"14400";"57";"Straße";"major";"EEA"
"03101000";"lnight";"60";"9700";"62";"Straße";"major";"EEA"
"03101000";"lnight";"65";"300";"67";"Straße";"major";"EEA"
"03101000";"lnight";"70";"0";"72";"Straße";"major";"EEA"
"03159016";"lden";"55";"24500";"57";"Straße";"all";"EEA"
"03159016";"lden";"60";"15400";"62";"Straße";"all";"EEA"
"03159016";"lden";"65";"7600";"67";"Straße";"all";"EEA"
"03159016";"lden";"70";"2000";"72";"Straße";"all";"EEA"
"03159016";"lden";"75";"500";"77";"Straße";"all";"EEA"
"03159016";"lnight";"50";"18600";"52";"Straße";"all";"EEA"
"03159016";"lnight";"55";"8600";"57";"Straße";"all";"EEA"
"03159016";"lnight";"60";"2100";"62";"Straße";"all";"EEA"
"03159016";"lnight";"65";"700";"67";"Straße";"all";"EEA"
"03159016";"lnight";"70";"0";"72";"Straße";"all";"EEA"
"03159016";"lden";"55";"8600";"57";"Straße";"major";"EEA"
"03159016";"lden";"60";"3500";"62";"Straße";"major";"EEA"
"03159016";"lden";"65";"2900";"67";"Straße";"major";"EEA"
"03159016";"lden";"70";"1700";"72";"Straße";"major";"EEA"
"03159016";"lden";"75";"500";"77";"Straße";"major";"EEA"
"03159016";"lnight";"50";"4800";"52";"Straße";"major";"EEA"
"03159016";"lnight";"55";"3000";"57";"Straße";"major";"EEA"
"03159016";"lnight";"60";"1800";"62";"Straße";"major";"EEA"
"03159016";"lnight";"65";"700";"67";"Straße";"major";"EEA"
"03159016";"lnight";"70";"0";"72";"Straße";"major";"EEA"
"03241001";"lden";"55";"76100";"57";"Straße";"all";"EEA"
"03241001";"lden";"60";"64000";"62";"Straße";"all";"EEA"
"03241001";"lden";"65";"43100";"67";"Straße";"all";"EEA"
"03241001";"lden";"70";"6300";"72";"Straße";"all";"EEA"
"03241001";"lden";"75";"0";"77";"Straße";"all";"EEA"
"03241001";"lnight";"50";"68700";"52";"Straße";"all";"EEA"
"03241001";"lnight";"55";"45700";"57";"Straße";"all";"EEA"
"03241001";"lnight";"60";"6700";"62";"Straße";"all";"EEA"
"03241001";"lnight";"65";"200";"67";"Straße";"all";"EEA"
"03241001";"lnight";"70";"0";"72";"Straße";"all";"EEA"
"03241001";"lden";"55";"45700";"57";"Straße";"major";"EEA"
"03241001";"lden";"60";"36500";"62";"Straße";"major";"EEA"
"03241001";"lden";"65";"37200";"67";"Straße";"major";"EEA"
"03241001";"lden";"70";"6200";"72";"Straße";"major";"EEA"
"03241001";"lden";"75";"0";"77";"Straße";"major";"EEA"
"03241001";"lnight";"50";"39900";"52";"Straße";"major";"EEA"
"03241001";"lnight";"55";"39200";"57";"Straße";"major";"EEA"
"03241001";"lnight";"60";"6500";"62";"Straße";"major";"EEA"
"03241001";"lnight";"65";"100";"67";"Straße";"major";"EEA"
"03241001";"lnight";"70";"0";"72";"Straße";"major";"EEA"
"03254021";"lden";"55";"19900";"57";"Straße";"all";"EEA"
"03254021";"lden";"60";"14400";"62";"Straße";"all";"EEA"
"03254021";"lden";"65";"8100";"67";"Straße";"all";"EEA"
"03254021";"lden";"70";"2000";"72";"Straße";"all";"EEA"
"03254021";"lden";"75";"0";"77";"Straße";"all";"EEA"
"03254021";"lnight";"50";"16500";"52";"Straße";"all";"EEA"
"03254021";"lnight";"55";"9300";"57";"Straße";"all";"EEA"
"03254021";"lnight";"60";"2500";"62";"Straße";"all";"EEA"
"03254021";"lnight";"65";"0";"67";"Straße";"all";"EEA"
"03254021";"lnight";"70";"0";"72";"Straße";"all";"EEA"
"03254021";"lden";"55";"7200";"57";"Straße";"major";"EEA"
"03254021";"lden";"60";"3400";"62";"Straße";"major";"EEA"
"03254021";"lden";"65";"2000";"67";"Straße";"major";"EEA"
"03254021";"lden";"70";"1000";"72";"Straße";"major";"EEA"
"03254021";"lden";"75";"0";"77";"Straße";"major";"EEA"
"03254021";"lnight";"50";"4400";"52";"Straße";"major";"EEA"
"03254021";"lnight";"55";"2600";"57";"Straße";"major";"EEA"
"03254021";"lnight";"60";"1200";"62";"Straße";"major";"EEA"
"03254021";"lnight";"65";"0";"67";"Straße";"major";"EEA"
"03254021";"lnight";"70";"0";"72";"Straße";"major";"EEA"
"03403000";"lden";"55";"28900";"57";"Straße";"all";"EEA"
"03403000";"lden";"60";"17200";"62";"Straße";"all";"EEA"
"03403000";"lden";"65";"8000";"67";"Straße";"all";"EEA"
"03403000";"lden";"70";"1400";"72";"Straße";"all";"EEA"
"03403000";"lden";"75";"0";"77";"Straße";"all";"EEA"
"03403000";"lnight";"50";"19000";"52";"Straße";"all";"EEA"
"03403000";"lnight";"55";"9000";"57";"Straße";"all";"EEA"
"03403000";"lnight";"60";"1900";"62";"Straße";"all";"EEA"
"03403000";"lnight";"65";"0";"67";"Straße";"all";"EEA"
"03403000";"lnight";"70";"0";"72";"Straße";"all";"EEA"
"03403000";"lden";"55";"21000";"57";"Straße";"major";"EEA"
"03403000";"lden";"60";"6300";"62";"Straße";"major";"EEA"
"03403000";"lden";"65";"3300";"67";"Straße";"major";"EEA"
"03403000";"lden";"70";"600";"72";"Straße";"major";"EEA"
"03403000";"lden";"75";"0";"77";"Straße";"major";"EEA"
"03403000";"lnight";"50";"8600";"52";"Straße";"major";"EEA"
"03403000";"lnight";"55";"3600";"57";"Straße";"major";"EEA"
"03403000";"lnight";"60";"900";"62";"Straße";"major";"EEA"
"03403000";"lnight";"65";"0";"67";"Straße";"major";"EEA"
"03403000";"lnight";"70";"0";"72";"Straße";"major";"EEA"
"03404000";"lden";"55";"22800";"57";"Straße";"all";"EEA"
"03404000";"lden";"60";"18600";"62";"Straße";"all";"EEA"
"03404000";"lden";"65";"19900";"67";"Straße";"all";"EEA"
"03404000";"lden";"70";"6800";"72";"Straße";"all";"EEA"
"03404000";"lden";"75";"100";"77";"Straße";"all";"EEA"
"03404000";"lnight";"50";"20600";"52";"Straße";"all";"EEA"
"03404000";"lnight";"55";"21200";"57";"Straße";"all";"EEA"
"03404000";"lnight";"60";"7900";"62";"Straße";"all";"EEA"
"03404000";"lnight";"65";"400";"67";"Straße";"all";"EEA"
"03404000";"lnight";"70";"0";"72";"Straße";"all";"EEA"
"03404000";"lden";"55";"15200";"57";"Straße";"major";"EEA"
"03404000";"lden";"60";"9500";"62";"Straße";"major";"EEA"
"03404000";"lden";"65";"14200";"67";"Straße";"major";"EEA"
"03404000";"lden";"70";"6500";"72";"Straße";"major";"EEA"
"03404000";"lden";"75";"100";"77";"Straße";"major";"EEA"
"03404000";"lnight";"50";"11900";"52";"Straße";"major";"EEA"
"03404000";"lnight";"55";"14500";"57";"Straße";"major";"EEA"
"03404000";"lnight";"60";"7600";"62";"Straße";"major";"EEA"
"03404000";"lnight";"65";"300";"67";"Straße";"major";"EEA"
"03404000";"lnight";"70";"0";"72";"Straße";"major";"EEA"
"04011000";"lden";"55";"127600";"57";"Straße";"all";"EEA"
"04011000";"lden";"60";"91100";"62";"Straße";"all";"EEA"
"04011000";"lden";"65";"61700";"67";"Straße";"all";"EEA"
"04011000";"lden";"70";"19700";"72";"Straße";"all";"EEA"
"04011000";"lden";"75";"1900";"77";"Straße";"all";"EEA"
"04011000";"lnight";"50";"114200";"52";"Straße";"all";"EEA"
"04011000";"lnight";"55";"76900";"57";"Straße";"all";"EEA"
"04011000";"lnight";"60";"32600";"62";"Straße";"all";"EEA"
"04011000";"lnight";"65";"4100";"67";"Straße";"all";"EEA"
"04011000";"lnight";"70";"1100";"72";"Straße";"all";"EEA"
"04011000";"lden";"55";"98600";"57";"Straße";"major";"EEA"
"04011000";"lden";"60";"51600";"62";"Straße";"major";"EEA"
"04011000";"lden";"65";"35300";"67";"Straße";"major";"EEA"
"04011000";"lden";"70";"14700";"72";"Straße";"major";"EEA"
"04011000";"lden";"75";"1300";"77";"Straße";"major";"EEA"
"04011000";"lnight";"50";"77800";"52";"Straße";"major";"EEA"
"04011000";"lnight";"55";"44600";"57";"Straße";"major";"EEA"
"04011000";"lnight";"60";"23600";"62";"Straße";"major";"EEA"
"04011000";"lnight";"65";"2800";"67";"Straße";"major";"EEA"
"04011000";"lnight";"70";"700";"72";"Straße";"major";"EEA"
"04012000";"lden";"55";"22600";"57";"Straße";"all";"EEA"
"04012000";"lden";"60";"14900";"62";"Straße";"all";"EEA"
"04012000";"lden";"65";"12600";"67";"Straße";"all";"EEA"
"04012000";"lden";"70";"4200";"72";"Straße";"all";"EEA"
"04012000";"lden";"75";"300";"77";"Straße";"all";"EEA"
"04012000";"lnight";"50";"16300";"52";"Straße";"all";"EEA"
"04012000";"lnight";"55";"13300";"57";"Straße";"all";"EEA"
"04012000";"lnight";"60";"4600";"62";"Straße";"all";"EEA"
"04012000";"lnight";"65";"400";"67";"Straße";"all";"EEA"
"04012000";"lnight";"70";"0";"72";"Straße";"all";"EEA"
"04012000";"lden";"55";"12900";"57";"Straße";"major";"EEA"
"04012000";"lden";"60";"5700";"62";"Straße";"major";"EEA"
"04012000";"lden";"65";"5900";"67";"Straße";"major";"EEA"
"04012000";"lden";"70";"4000";"72";"Straße";"major";"EEA"
"04012000";"lden";"75";"300";"77";"Straße";"major";"EEA"
"04012000";"lnight";"50";"6700";"52";"Straße";"major";"EEA"
"04012000";"lnight";"55";"6300";"57";"Straße";"major";"EEA"
"04012000";"lnight";"60";"4100";"62";"Straße";"major";"EEA"
"04012000";"lnight";"65";"400";"67";"Straße";"major";"EEA"
"04012000";"lnight";"70";"0";"72";"Straße";"major";"EEA"
"05111000";"lden";"55";"163900";"57";"Straße";"all";"EEA"
"05111000";"lden";"60";"152500";"62";"Straße";"all";"EEA"
"05111000";"lden";"65";"91500";"67";"Straße";"all";"EEA"
"05111000";"lden";"70";"68000";"72";"Straße";"all";"EEA"
"05111000";"lden";"75";"9600";"77";"Straße";"all";"EEA"
"05111000";"lnight";"50";"170700";"52";"Straße";"all";"EEA"
"05111000";"lnight";"55";"102100";"57";"Straße";"all";"EEA"
"05111000";"lnight";"60";"72600";"62";"Straße";"all";"EEA"
"05111000";"lnight";"65";"13000";"67";"Straße";"all";"EEA"
"05111000";"lnight";"70";"0";"72";"Straße";"all";"EEA"
"05111000";"lden";"55";"94200";"57";"Straße";"major";"EEA"
"05111000";"lden";"60";"50700";"62";"Straße";"major";"EEA"
"05111000";"lden";"65";"32500";"67";"Straße";"major";"EEA"
"05111000";"lden";"70";"32000";"72";"Straße";"major";"EEA"
"05111000";"lden";"75";"6300";"77";"Straße";"major";"EEA"
"05111000";"lnight";"50";"66600";"52";"Straße";"major";"EEA"
"05111000";"lnight";"55";"40000";"57";"Straße";"major";"EEA"
"05111000";"lnight";"60";"33300";"62";"Straße";"major";"EEA"
"05111000";"lnight";"65";"9100";"67";"Straße";"major";"EEA"
"05111000";"lnight";"70";"0";"72";"Straße";"major";"EEA"
"05112000";"lden";"55";"58300";"57";"Straße";"all";"EEA"
"05112000";"lden";"60";"50300";"62";"Straße";"all";"EEA"
"05112000";"lden";"65";"48200";"67";"Straße";"all";"EEA"
"05112000";"lden";"70";"23400";"72";"Straße";"all";"EEA"
"05112000";"lden";"75";"700";"77";"Straße";"all";"EEA"
"05112000";"lnight";"50";"55300";"52";"Straße";"all";"EEA"
"05112000";"lnight";"55";"52000";"57";"Straße";"all";"EEA"
"05112000";"lnight";"60";"26300";"62";"Straße";"all";"EEA"
"05112000";"lnight";"65";"1200";"67";"Straße";"all";"EEA"
"05112000";"lnight";"70";"0";"72";"Straße";"all";"EEA"
"05112000";"lden";"55";"48000";"57";"Straße";"major";"EEA"
"05112000";"lden";"60";"29100";"62";"Straße";"major";"EEA"
"05112000";"lden";"65";"26000";"67";"Straße";"major";"EEA"
"05112000";"lden";"70";"20500";"72";"Straße";"major";"EEA"
"05112000";"lden";"75";"700";"77";"Straße";"major";"EEA"
"05112000";"lnight";"50";"36100";"52";"Straße";"major";"EEA"
"05112000";"lnight";"55";"28700";"57";"Straße";"major";"EEA"
"05112000";"lnight";"60";"22200";"62";"Straße";"major";"EEA"
"05112000";"lnight";"65";"1200";"67";"Straße";"major";"EEA"
"05112000";"lnight";"70";"0";"72";"Straße";"major";"EEA"
"05113000";"lden";"55";"67900";"57";"Straße";"all";"EEA"
"05113000";"lden";"60";"55500";"62";"Straße";"all";"EEA"
"05113000";"lden";"65";"59100";"67";"Straße";"all";"EEA"
"05113000";"lden";"70";"58300";"72";"Straße";"all";"EEA"
"05113000";"lden";"75";"7900";"77";"Straße";"all";"EEA"
"05113000";"lnight";"50";"57300";"52";"Straße";"all";"EEA"
"05113000";"lnight";"55";"63600";"57";"Straße";"all";"EEA"
"05113000";"lnight";"60";"59300";"62";"Straße";"all";"EEA"
"05113000";"lnight";"65";"5700";"67";"Straße";"all";"EEA"
"05113000";"lnight";"70";"200";"72";"Straße";"all";"EEA"
"05113000";"lden";"55";"56000";"57";"Straße";"major";"EEA"
"05113000";"lden";"60";"34400";"62";"Straße";"major";"EEA"
"05113000";"lden";"65";"35900";"67";"Straße";"major";"EEA"
"05113000";"lden";"70";"50900";"72";"Straße";"major";"EEA"
"05113000";"lden";"75";"7700";"77";"Straße";"major";"EEA"
"05113000";"lnight";"50";"37700";"52";"Straße";"major";"EEA"
"05113000";"lnight";"55";"39000";"57";"Straße";"major";"EEA"
"05113000";"lnight";"60";"50100";"62";"Straße";"major";"EEA"
"05113000";"lnight";"65";"5400";"67";"Straße";"major";"EEA"
"05113000";"lnight";"70";"200";"72";"Straße";"major";"EEA"
"05114000";"lden";"55";"41900";"57";"Straße";"all";"EEA"
"05114000";"lden";"60";"28000";"62";"Straße";"all";"EEA"
"05114000";"lden";"65";"28200";"67";"Straße";"all";"EEA"
"05114000";"lden";"70";"6700";"72";"Straße";"all";"EEA"
"05114000";"lden";"75";"0";"77";"Straße";"all";"EEA"
"05114000";"lnight";"50";"29800";"52";"Straße";"all";"EEA"
"05114000";"lnight";"55";"30100";"57";"Straße";"all";"EEA"
"05114000";"lnight";"60";"8500";"62";"Straße";"all";"EEA"
"05114000";"lnight";"65";"100";"67";"Straße";"all";"EEA"
"05114000";"lnight";"70";"0";"72";"Straße";"all";"EEA"
"05114000";"lden";"55";"19800";"57";"Straße";"major";"EEA"
"05114000";"lden";"60";"14900";"62";"Straße";"major";"EEA"
"05114000";"lden";"65";"13500";"67";"Straße";"major";"EEA"
"05114000";"lden";"70";"2600";"72";"Straße";"major";"EEA"
"05114000";"lden";"75";"0";"77";"Straße";"major";"EEA"
"05114000";"lnight";"50";"16800";"52";"Straße";"major";"EEA"
"05114000";"lnight";"55";"14800";"57";"Straße";"major";"EEA"
"05114000";"lnight";"60";"3900";"62";"Straße";"major";"EEA"
"05114000";"lnight";"65";"100";"67";"Straße";"major";"EEA"
"05114000";"lnight";"70";"0";"72";"Straße";"major";"EEA"
"05116000";"lden";"55";"30200";"57";"Straße";"all";"EEA"
"05116000";"lden";"60";"37900";"62";"Straße";"all";"EEA"
"05116000";"lden";"65";"35700";"67";"Straße";"all";"EEA"
"05116000";"lden";"70";"4600";"72";"Straße";"all";"EEA"
"05116000";"lden";"75";"0";"77";"Straße";"all";"EEA"
"05116000";"lnight";"50";"38300";"52";"Straße";"all";"EEA"
"05116000";"lnight";"55";"39000";"57";"Straße";"all";"EEA"
"05116000";"lnight";"60";"7100";"62";"Straße";"all";"EEA"
"05116000";"lnight";"65";"100";"67";"Straße";"all";"EEA"
"05116000";"lnight";"70";"0";"72";"Straße";"all";"EEA"
"05116000";"lden";"55";"6200";"57";"Straße";"major";"EEA"
"05116000";"lden";"60";"14500";"62";"Straße";"major";"EEA"
"05116000";"lden";"65";"21100";"67";"Straße";"major";"EEA"
"05116000";"lden";"70";"3100";"72";"Straße";"major";"EEA"
"05116000";"lden";"75";"0";"77";"Straße";"major";"EEA"
"05116000";"lnight";"50";"12700";"52";"Straße";"major";"EEA"
"05116000";"lnight";"55";"22300";"57";"Straße";"major";"EEA"
"05116000";"lnight";"60";"4700";"62";"Straße";"major";"EEA"
"05116000";"lnight";"65";"100";"67";"Straße";"major";"EEA"
"05116000";"lnight";"70";"0";"72";"Straße";"major";"EEA"
"05117000";"lden";"55";"32900";"57";"Straße";"all";"EEA"
"05117000";"lden";"60";"27600";"62";"Straße";"all";"EEA"
"05117000";"lden";"65";"24200";"67";"Straße";"all";"EEA"
"05117000";"lden";"70";"9500";"72";"Straße";"all";"EEA"
"05117000";"lden";"75";"300";"77";"Straße";"all";"EEA"
"05117000";"lnight";"50";"30300";"52";"Straße";"all";"EEA"
"05117000";"lnight";"55";"23600";"57";"Straße";"all";"EEA"
"05117000";"lnight";"60";"9400";"62";"Straße";"all";"EEA"
"05117000";"lnight";"65";"500";"67";"Straße";"all";"EEA"
"05117000";"lnight";"70";"0";"72";"Straße";"all";"EEA"
"05117000";"lden";"55";"21600";"57";"Straße";"major";"EEA"
"05117000";"lden";"60";"12300";"62";"Straße";"major";"EEA"
"05117000";"lden";"65";"12500";"67";"Straße";"major";"EEA"
"05117000";"lden";"70";"8200";"72";"Straße";"major";"EEA"
"05117000";"lden";"75";"200";"77";"Straße";"major";"EEA"
"05117000";"lnight";"50";"15700";"52";"Straße";"major";"EEA"
"05117000";"lnight";"55";"13900";"57";"Straße";"major";"EEA"
"05117000";"lnight";"60";"8000";"62";"Straße";"major";"EEA"
"05117000";"lnight";"65";"500";"67";"Straße";"major";"EEA"
"05117000";"lnight";"70";"0";"72";"Straße";"major";"EEA"
"05119000";"lden";"55";"41600";"57";"Straße";"all";"EEA"
"05119000";"lden";"60";"47200";"62";"Straße";"all";"EEA"
"05119000";"lden";"65";"33900";"67";"Straße";"all";"EEA"
"05119000";"lden";"70";"9900";"72";"Straße";"all";"EEA"
"05119000";"lden";"75";"1000";"77";"Straße";"all";"EEA"
"05119000";"lnight";"50";"51500";"52";"Straße";"all";"EEA"
"05119000";"lnight";"55";"36000";"57";"Straße";"all";"EEA"
"05119000";"lnight";"60";"12600";"62";"Straße";"all";"EEA"
"05119000";"lnight";"65";"1500";"67";"Straße";"all";"EEA"
"05119000";"lnight";"70";"0";"72";"Straße";"all";"EEA"
"05119000";"lden";"55";"33600";"57";"Straße";"major";"EEA"
"05119000";"lden";"60";"19600";"62";"Straße";"major";"EEA"
"05119000";"lden";"65";"13300";"67";"Straße";"major";"EEA"
"05119000";"lden";"70";"5000";"72";"Straße";"major";"EEA"
"05119000";"lden";"75";"600";"77";"Straße";"major";"EEA"
"05119000";"lnight";"50";"25400";"52";"Straße";"major";"EEA"
"05119000";"lnight";"55";"15000";"57";"Straße";"major";"EEA"
"05119000";"lnight";"60";"6400";"62";"Straße";"major";"EEA"
"05119000";"lnight";"65";"1000";"67";"Straße";"major";"EEA"
"05119000";"lnight";"70";"0";"72";"Straße";"major";"EEA"
"05120000";"lden";"55";"4900";"57";"Straße";"all";"EEA"
"05120000";"lden";"60";"5100";"62";"Straße";"all";"EEA"
"05120000";"lden";"65";"6000";"67";"Straße";"all";"EEA"
"05120000";"lden";"70";"2200";"72";"Straße";"all";"EEA"
"05120000";"lden";"75";"0";"77";"Straße";"all";"EEA"
"05120000";"lnight";"50";"5400";"52";"Straße";"all";"EEA"
"05120000";"lnight";"55";"6800";"57";"Straße";"all";"EEA"
"05120000";"lnight";"60";"5300";"62";"Straße";"all";"EEA"
"05120000";"lnight";"65";"1200";"67";"Straße";"all";"EEA"
"05120000";"lnight";"70";"0";"72";"Straße";"all";"EEA"
"05120000";"lden";"55";"4900";"57";"Straße";"major";"EEA"
"05120000";"lden";"60";"5100";"62";"Straße";"major";"EEA"
"05120000";"lden";"65";"6000";"67";"Straße";"major";"EEA"
"05120000";"lden";"70";"2200";"72";"Straße";"major";"EEA"
"05120000";"lden";"75";"0";"77";"Straße";"major";"EEA"
"05120000";"lnight";"50";"5400";"52";"Straße";"major";"EEA"
"05120000";"lnight";"55";"6800";"57";"Straße";"major";"EEA"
"05120000";"lnight";"60";"5300";"62";"Straße";"major";"EEA"
"05120000";"lnight";"65";"1200";"67";"Straße";"major";"EEA"
"05120000";"lnight";"70";"0";"72";"Straße";"major";"EEA"
"05122000";"lden";"55";"11600";"57";"Straße";"all";"EEA"
"05122000";"lden";"60";"13900";"62";"Straße";"all";"EEA"
"05122000";"lden";"65";"15000";"67";"Straße";"all";"EEA"
"05122000";"lden";"70";"5800";"72";"Straße";"all";"EEA"
"05122000";"lden";"75";"300";"77";"Straße";"all";"EEA"
"05122000";"lnight";"50";"13300";"52";"Straße";"all";"EEA"
"05122000";"lnight";"55";"15700";"57";"Straße";"all";"EEA"
"05122000";"lnight";"60";"7700";"62";"Straße";"all";"EEA"
"05122000";"lnight";"65";"600";"67";"Straße";"all";"EEA"
"05122000";"lnight";"70";"0";"72";"Straße";"all";"EEA"
"05122000";"lden";"55";"5900";"57";"Straße";"major";"EEA"
"05122000";"lden";"60";"5200";"62";"Straße";"major";"EEA"
"05122000";"lden";"65";"8000";"67";"Straße";"major";"EEA"
"05122000";"lden";"70";"4200";"72";"Straße";"major";"EEA"
"05122000";"lden";"75";"100";"77";"Straße";"major";"EEA"
"05122000";"lnight";"50";"5000";"52";"Straße";"major";"EEA"
"05122000";"lnight";"55";"7800";"57";"Straße";"major";"EEA"
"05122000";"lnight";"60";"5500";"62";"Straße";"major";"EEA"
"05122000";"lnight";"65";"300";"67";"Straße";"major";"EEA"
"05122000";"lnight";"70";"0";"72";"Straße";"major";"EEA"
"05124000";"lden";"55";"39300";"57";"Straße";"all";"EEA"
"05124000";"lden";"60";"29700";"62";"Straße";"all";"EEA"
"05124000";"lden";"65";"29400";"67";"Straße";"all";"EEA"
"05124000";"lden";"70";"12000";"72";"Straße";"all";"EEA"
"05124000";"lden";"75";"500";"77";"Straße";"all";"EEA"
"05124000";"lnight";"50";"35500";"52";"Straße";"all";"EEA"
"05124000";"lnight";"55";"31600";"57";"Straße";"all";"EEA"
"05124000";"lnight";"60";"14400";"62";"Straße";"all";"EEA"
"05124000";"lnight";"65";"900";"67";"Straße";"all";"EEA"
"05124000";"lnight";"70";"0";"72";"Straße";"all";"EEA"
"05124000";"lden";"55";"29200";"57";"Straße";"major";"EEA"
"05124000";"lden";"60";"15500";"62";"Straße";"major";"EEA"
"05124000";"lden";"65";"11300";"67";"Straße";"major";"EEA"
"05124000";"lden";"70";"8700";"72";"Straße";"major";"EEA"
"05124000";"lden";"75";"400";"77";"Straße";"major";"EEA"
"05124000";"lnight";"50";"21800";"52";"Straße";"major";"EEA"
"05124000";"lnight";"55";"13000";"57";"Straße";"major";"EEA"
"05124000";"lnight";"60";"10000";"62";"Straße";"major";"EEA"
"05124000";"lnight";"65";"800";"67";"Straße";"major";"EEA"
"05124000";"lnight";"70";"0";"72";"Straße";"major";"EEA"
"05162024";"lden";"55";"39200";"57";"Straße";"all";"EEA"
