"gemeinde_kennziffer";"l_untergrenze";"l_zentral";"metrik";"exponierte";"quelle";"kartierungsumfang";"datenquelle"
"03352032";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"03352032";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03352032";"50";"52";"lnight";"1000";"Straße";"major";"Bundesland"
"03352032";"55";"57";"lnight";"200";"Straße";"major";"Bundesland"
"03352032";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"03352032";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03352032";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03257021";"55";"57";"lden";"0";"Straße";"major";"Bundesland"
"03257021";"60";"62";"lden";"0";"Straße";"major";"Bundesland"
"03257021";"65";"67";"lden";"0";"Straße";"major";"Bundesland"
"03257021";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"03257021";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03257021";"50";"52";"lnight";"0";"Straße";"major";"Bundesland"
"03257021";"55";"57";"lnight";"0";"Straße";"major";"Bundesland"
"03257021";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"03257021";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03257021";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03257022";"55";"57";"lden";"500";"Straße";"major";"Bundesland"
"03257022";"60";"62";"lden";"400";"Straße";"major";"Bundesland"
"03257022";"65";"67";"lden";"100";"Straße";"major";"Bundesland"
"03257022";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"03257022";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03257022";"50";"52";"lnight";"600";"Straße";"major";"Bundesland"
"03257022";"55";"57";"lnight";"200";"Straße";"major";"Bundesland"
"03257022";"60";"62";"lnight";"100";"Straße";"major";"Bundesland"
"03257022";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03257022";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03355022";"55";"57";"lden";"8600";"Straße";"major";"Bundesland"
"03355022";"60";"62";"lden";"4300";"Straße";"major";"Bundesland"
"03355022";"65";"67";"lden";"3100";"Straße";"major";"Bundesland"
"03355022";"70";"72";"lden";"2300";"Straße";"major";"Bundesland"
"03355022";"75";"77";"lden";"200";"Straße";"major";"Bundesland"
"03355022";"50";"52";"lnight";"5600";"Straße";"major";"Bundesland"
"03355022";"55";"57";"lnight";"3400";"Straße";"major";"Bundesland"
"03355022";"60";"62";"lnight";"2500";"Straße";"major";"Bundesland"
"03355022";"65";"67";"lnight";"300";"Straße";"major";"Bundesland"
"03355022";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03454034";"55";"57";"lden";"200";"Straße";"major";"Bundesland"
"03454034";"60";"62";"lden";"100";"Straße";"major";"Bundesland"
"03454034";"65";"67";"lden";"0";"Straße";"major";"Bundesland"
"03454034";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"03454034";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03454034";"50";"52";"lnight";"100";"Straße";"major";"Bundesland"
"03454034";"55";"57";"lnight";"100";"Straße";"major";"Bundesland"
"03454034";"60";"62";"lnight";"100";"Straße";"major";"Bundesland"
"03454034";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03454034";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03452016";"55";"57";"lden";"0";"Straße";"major";"Bundesland"
"03452016";"60";"62";"lden";"0";"Straße";"major";"Bundesland"
"03452016";"65";"67";"lden";"0";"Straße";"major";"Bundesland"
"03452016";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"03452016";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03452016";"50";"52";"lnight";"0";"Straße";"major";"Bundesland"
"03452016";"55";"57";"lnight";"0";"Straße";"major";"Bundesland"
"03452016";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"03452016";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03452016";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03251024";"55";"57";"lden";"0";"Straße";"major";"Bundesland"
"03251024";"60";"62";"lden";"0";"Straße";"major";"Bundesland"
"03251024";"65";"67";"lden";"0";"Straße";"major";"Bundesland"
"03251024";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"03251024";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03251024";"50";"52";"lnight";"0";"Straße";"major";"Bundesland"
"03251024";"55";"57";"lnight";"0";"Straße";"major";"Bundesland"
"03251024";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"03251024";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03251024";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03452017";"55";"57";"lden";"400";"Straße";"major";"Bundesland"
"03452017";"60";"62";"lden";"200";"Straße";"major";"Bundesland"
"03452017";"65";"67";"lden";"100";"Straße";"major";"Bundesland"
"03452017";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"03452017";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03452017";"50";"52";"lnight";"200";"Straße";"major";"Bundesland"
"03452017";"55";"57";"lnight";"100";"Straße";"major";"Bundesland"
"03452017";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"03452017";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03452017";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03154015";"55";"57";"lden";"100";"Straße";"major";"Bundesland"
"03154015";"60";"62";"lden";"0";"Straße";"major";"Bundesland"
"03154015";"65";"67";"lden";"0";"Straße";"major";"Bundesland"
"03154015";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"03154015";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03154015";"50";"52";"lnight";"0";"Straße";"major";"Bundesland"
"03154015";"55";"57";"lnight";"0";"Straße";"major";"Bundesland"
"03154015";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"03154015";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03154015";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03256021";"55";"57";"lden";"500";"Straße";"major";"Bundesland"
"03256021";"60";"62";"lden";"100";"Straße";"major";"Bundesland"
"03256021";"65";"67";"lden";"0";"Straße";"major";"Bundesland"
"03256021";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"03256021";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03256021";"50";"52";"lnight";"200";"Straße";"major";"Bundesland"
"03256021";"55";"57";"lnight";"0";"Straße";"major";"Bundesland"
"03256021";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"03256021";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03256021";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03251025";"55";"57";"lden";"0";"Straße";"major";"Bundesland"
"03251025";"60";"62";"lden";"0";"Straße";"major";"Bundesland"
"03251025";"65";"67";"lden";"0";"Straße";"major";"Bundesland"
"03251025";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"03251025";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03251025";"50";"52";"lnight";"0";"Straße";"major";"Bundesland"
"03251025";"55";"57";"lnight";"0";"Straße";"major";"Bundesland"
"03251025";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"03251025";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03251025";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03353023";"55";"57";"lden";"500";"Straße";"major";"Bundesland"
"03353023";"60";"62";"lden";"400";"Straße";"major";"Bundesland"
"03353023";"65";"67";"lden";"200";"Straße";"major";"Bundesland"
"03353023";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"03353023";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03353023";"50";"52";"lnight";"500";"Straße";"major";"Bundesland"
"03353023";"55";"57";"lnight";"200";"Straße";"major";"Bundesland"
"03353023";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"03353023";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03353023";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03353024";"55";"57";"lden";"0";"Straße";"major";"Bundesland"
"03353024";"60";"62";"lden";"0";"Straße";"major";"Bundesland"
"03353024";"65";"67";"lden";"0";"Straße";"major";"Bundesland"
"03353024";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"03353024";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03353024";"50";"52";"lnight";"0";"Straße";"major";"Bundesland"
"03353024";"55";"57";"lnight";"0";"Straße";"major";"Bundesland"
"03353024";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"03353024";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03353024";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03151016";"55";"57";"lden";"500";"Straße";"major";"Bundesland"
"03151016";"60";"62";"lden";"200";"Straße";"major";"Bundesland"
"03151016";"65";"67";"lden";"100";"Straße";"major";"Bundesland"
"03151016";"70";"72";"lden";"100";"Straße";"major";"Bundesland"
"03151016";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03151016";"50";"52";"lnight";"300";"Straße";"major";"Bundesland"
"03151016";"55";"57";"lnight";"100";"Straße";"major";"Bundesland"
"03151016";"60";"62";"lnight";"100";"Straße";"major";"Bundesland"
"03151016";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03151016";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03151017";"55";"57";"lden";"400";"Straße";"major";"Bundesland"
"03151017";"60";"62";"lden";"100";"Straße";"major";"Bundesland"
"03151017";"65";"67";"lden";"0";"Straße";"major";"Bundesland"
"03151017";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"03151017";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03151017";"50";"52";"lnight";"200";"Straße";"major";"Bundesland"
"03151017";"55";"57";"lnight";"0";"Straße";"major";"Bundesland"
"03151017";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"03151017";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03151017";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03355024";"55";"57";"lden";"400";"Straße";"major";"Bundesland"
"03355024";"60";"62";"lden";"200";"Straße";"major";"Bundesland"
"03355024";"65";"67";"lden";"200";"Straße";"major";"Bundesland"
"03355024";"70";"72";"lden";"100";"Straße";"major";"Bundesland"
"03355024";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03355024";"50";"52";"lnight";"300";"Straße";"major";"Bundesland"
"03355024";"55";"57";"lnight";"100";"Straße";"major";"Bundesland"
"03355024";"60";"62";"lnight";"100";"Straße";"major";"Bundesland"
"03355024";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03355024";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03459024";"55";"57";"lden";"4800";"Straße";"major";"Bundesland"
"03459024";"60";"62";"lden";"2700";"Straße";"major";"Bundesland"
"03459024";"65";"67";"lden";"1000";"Straße";"major";"Bundesland"
"03459024";"70";"72";"lden";"300";"Straße";"major";"Bundesland"
"03459024";"75";"77";"lden";"100";"Straße";"major";"Bundesland"
"03459024";"50";"52";"lnight";"4200";"Straße";"major";"Bundesland"
"03459024";"55";"57";"lnight";"1800";"Straße";"major";"Bundesland"
"03459024";"60";"62";"lnight";"600";"Straße";"major";"Bundesland"
"03459024";"65";"67";"lnight";"100";"Straße";"major";"Bundesland"
"03459024";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03454035";"55";"57";"lden";"5000";"Straße";"major";"Bundesland"
"03454035";"60";"62";"lden";"1700";"Straße";"major";"Bundesland"
"03454035";"65";"67";"lden";"800";"Straße";"major";"Bundesland"
"03454035";"70";"72";"lden";"200";"Straße";"major";"Bundesland"
"03454035";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03454035";"50";"52";"lnight";"2800";"Straße";"major";"Bundesland"
"03454035";"55";"57";"lnight";"1100";"Straße";"major";"Bundesland"
"03454035";"60";"62";"lnight";"300";"Straße";"major";"Bundesland"
"03454035";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03454035";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03257024";"55";"57";"lden";"100";"Straße";"major";"Bundesland"
"03257024";"60";"62";"lden";"100";"Straße";"major";"Bundesland"
"03257024";"65";"67";"lden";"0";"Straße";"major";"Bundesland"
"03257024";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"03257024";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03257024";"50";"52";"lnight";"100";"Straße";"major";"Bundesland"
"03257024";"55";"57";"lnight";"0";"Straße";"major";"Bundesland"
"03257024";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"03257024";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03257024";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03359032";"55";"57";"lden";"100";"Straße";"major";"Bundesland"
"03359032";"60";"62";"lden";"100";"Straße";"major";"Bundesland"
"03359032";"65";"67";"lden";"200";"Straße";"major";"Bundesland"
"03359032";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"03359032";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03359032";"50";"52";"lnight";"100";"Straße";"major";"Bundesland"
"03359032";"55";"57";"lnight";"200";"Straße";"major";"Bundesland"
"03359032";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"03359032";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03359032";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03353025";"55";"57";"lden";"0";"Straße";"major";"Bundesland"
"03353025";"60";"62";"lden";"0";"Straße";"major";"Bundesland"
"03353025";"65";"67";"lden";"0";"Straße";"major";"Bundesland"
"03353025";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"03353025";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03353025";"50";"52";"lnight";"0";"Straße";"major";"Bundesland"
"03353025";"55";"57";"lnight";"0";"Straße";"major";"Bundesland"
"03353025";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"03353025";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03353025";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03453012";"55";"57";"lden";"0";"Straße";"major";"Bundesland"
"03453012";"60";"62";"lden";"0";"Straße";"major";"Bundesland"
"03453012";"65";"67";"lden";"0";"Straße";"major";"Bundesland"
"03453012";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"03453012";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03453012";"50";"52";"lnight";"0";"Straße";"major";"Bundesland"
"03453012";"55";"57";"lnight";"0";"Straße";"major";"Bundesland"
"03453012";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"03453012";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03453012";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03457014";"55";"57";"lden";"1300";"Straße";"major";"Bundesland"
"03457014";"60";"62";"lden";"300";"Straße";"major";"Bundesland"
"03457014";"65";"67";"lden";"400";"Straße";"major";"Bundesland"
"03457014";"70";"72";"lden";"200";"Straße";"major";"Bundesland"
"03457014";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03457014";"50";"52";"lnight";"400";"Straße";"major";"Bundesland"
"03457014";"55";"57";"lnight";"400";"Straße";"major";"Bundesland"
"03457014";"60";"62";"lnight";"200";"Straße";"major";"Bundesland"
"03457014";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03457014";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03155009";"55";"57";"lden";"300";"Straße";"major";"Bundesland"
"03155009";"60";"62";"lden";"200";"Straße";"major";"Bundesland"
"03155009";"65";"67";"lden";"0";"Straße";"major";"Bundesland"
"03155009";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"03155009";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03155009";"50";"52";"lnight";"300";"Straße";"major";"Bundesland"
"03155009";"55";"57";"lnight";"100";"Straße";"major";"Bundesland"
"03155009";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"03155009";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03155009";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03151018";"55";"57";"lden";"0";"Straße";"major";"Bundesland"
"03151018";"60";"62";"lden";"0";"Straße";"major";"Bundesland"
"03151018";"65";"67";"lden";"0";"Straße";"major";"Bundesland"
"03151018";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"03151018";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03151018";"50";"52";"lnight";"0";"Straße";"major";"Bundesland"
"03151018";"55";"57";"lnight";"0";"Straße";"major";"Bundesland"
"03151018";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"03151018";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03151018";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03358016";"55";"57";"lden";"400";"Straße";"major";"Bundesland"
"03358016";"60";"62";"lden";"300";"Straße";"major";"Bundesland"
"03358016";"65";"67";"lden";"300";"Straße";"major";"Bundesland"
"03358016";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"03358016";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03358016";"50";"52";"lnight";"400";"Straße";"major";"Bundesland"
"03358016";"55";"57";"lnight";"300";"Straße";"major";"Bundesland"
"03358016";"60";"62";"lnight";"100";"Straße";"major";"Bundesland"
"03358016";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03358016";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03255030";"55";"57";"lden";"100";"Straße";"major";"Bundesland"
"03255030";"60";"62";"lden";"0";"Straße";"major";"Bundesland"
"03255030";"65";"67";"lden";"100";"Straße";"major";"Bundesland"
"03255030";"70";"72";"lden";"100";"Straße";"major";"Bundesland"
"03255030";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03255030";"50";"52";"lnight";"100";"Straße";"major";"Bundesland"
"03255030";"55";"57";"lnight";"100";"Straße";"major";"Bundesland"
"03255030";"60";"62";"lnight";"100";"Straße";"major";"Bundesland"
"03255030";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03255030";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03353026";"55";"57";"lden";"1700";"Straße";"major";"Bundesland"
"03353026";"60";"62";"lden";"800";"Straße";"major";"Bundesland"
"03353026";"65";"67";"lden";"500";"Straße";"major";"Bundesland"
"03353026";"70";"72";"lden";"400";"Straße";"major";"Bundesland"
"03353026";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03353026";"50";"52";"lnight";"1200";"Straße";"major";"Bundesland"
"03353026";"55";"57";"lnight";"600";"Straße";"major";"Bundesland"
"03353026";"60";"62";"lnight";"500";"Straße";"major";"Bundesland"
"03353026";"65";"67";"lnight";"100";"Straße";"major";"Bundesland"
"03353026";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03456014";"55";"57";"lden";"400";"Straße";"major";"Bundesland"
"03456014";"60";"62";"lden";"100";"Straße";"major";"Bundesland"
"03456014";"65";"67";"lden";"100";"Straße";"major";"Bundesland"
"03456014";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"03456014";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03456014";"50";"52";"lnight";"200";"Straße";"major";"Bundesland"
"03456014";"55";"57";"lnight";"100";"Straße";"major";"Bundesland"
"03456014";"60";"62";"lnight";"100";"Straße";"major";"Bundesland"
"03456014";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03456014";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03359033";"55";"57";"lden";"100";"Straße";"major";"Bundesland"
"03359033";"60";"62";"lden";"0";"Straße";"major";"Bundesland"
"03359033";"65";"67";"lden";"0";"Straße";"major";"Bundesland"
"03359033";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"03359033";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03359033";"50";"52";"lnight";"100";"Straße";"major";"Bundesland"
"03359033";"55";"57";"lnight";"0";"Straße";"major";"Bundesland"
"03359033";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"03359033";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03359033";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03460007";"55";"57";"lden";"1700";"Straße";"major";"Bundesland"
"03460007";"60";"62";"lden";"600";"Straße";"major";"Bundesland"
"03460007";"65";"67";"lden";"300";"Straße";"major";"Bundesland"
"03460007";"70";"72";"lden";"200";"Straße";"major";"Bundesland"
"03460007";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03460007";"50";"52";"lnight";"1200";"Straße";"major";"Bundesland"
"03460007";"55";"57";"lnight";"500";"Straße";"major";"Bundesland"
"03460007";"60";"62";"lnight";"300";"Straße";"major";"Bundesland"
"03460007";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03460007";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03352039";"55";"57";"lden";"100";"Straße";"major";"Bundesland"
"03352039";"60";"62";"lden";"100";"Straße";"major";"Bundesland"
"03352039";"65";"67";"lden";"0";"Straße";"major";"Bundesland"
"03352039";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"03352039";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03352039";"50";"52";"lnight";"100";"Straße";"major";"Bundesland"
"03352039";"55";"57";"lnight";"0";"Straße";"major";"Bundesland"
"03352039";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"03352039";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03352039";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03241012";"55";"57";"lden";"1400";"Straße";"major";"Bundesland"
"03241012";"60";"62";"lden";"700";"Straße";"major";"Bundesland"
"03241012";"65";"67";"lden";"600";"Straße";"major";"Bundesland"
"03241012";"70";"72";"lden";"300";"Straße";"major";"Bundesland"
"03241012";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03241012";"50";"52";"lnight";"800";"Straße";"major";"Bundesland"
"03241012";"55";"57";"lnight";"700";"Straße";"major";"Bundesland"
"03241012";"60";"62";"lnight";"400";"Straße";"major";"Bundesland"
"03241012";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03241012";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03454039";"55";"57";"lden";"0";"Straße";"major";"Bundesland"
"03454039";"60";"62";"lden";"0";"Straße";"major";"Bundesland"
"03454039";"65";"67";"lden";"0";"Straße";"major";"Bundesland"
"03454039";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"03454039";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03454039";"50";"52";"lnight";"0";"Straße";"major";"Bundesland"
"03454039";"55";"57";"lnight";"0";"Straße";"major";"Bundesland"
"03454039";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"03454039";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03454039";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03256022";"55";"57";"lden";"4500";"Straße";"major";"Bundesland"
"03256022";"60";"62";"lden";"2000";"Straße";"major";"Bundesland"
"03256022";"65";"67";"lden";"1600";"Straße";"major";"Bundesland"
"03256022";"70";"72";"lden";"1000";"Straße";"major";"Bundesland"
"03256022";"75";"77";"lden";"100";"Straße";"major";"Bundesland"
"03256022";"50";"52";"lnight";"2900";"Straße";"major";"Bundesland"
"03256022";"55";"57";"lnight";"1700";"Straße";"major";"Bundesland"
"03256022";"60";"62";"lnight";"1200";"Straße";"major";"Bundesland"
"03256022";"65";"67";"lnight";"200";"Straße";"major";"Bundesland"
"03256022";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03351018";"55";"57";"lden";"200";"Straße";"major";"Bundesland"
"03351018";"60";"62";"lden";"0";"Straße";"major";"Bundesland"
"03351018";"65";"67";"lden";"0";"Straße";"major";"Bundesland"
"03351018";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"03351018";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03351018";"50";"52";"lnight";"100";"Straße";"major";"Bundesland"
"03351018";"55";"57";"lnight";"0";"Straße";"major";"Bundesland"
"03351018";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"03351018";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03351018";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03257026";"55";"57";"lden";"200";"Straße";"major";"Bundesland"
"03257026";"60";"62";"lden";"100";"Straße";"major";"Bundesland"
"03257026";"65";"67";"lden";"100";"Straße";"major";"Bundesland"
"03257026";"70";"72";"lden";"100";"Straße";"major";"Bundesland"
"03257026";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03257026";"50";"52";"lnight";"200";"Straße";"major";"Bundesland"
"03257026";"55";"57";"lnight";"100";"Straße";"major";"Bundesland"
"03257026";"60";"62";"lnight";"100";"Straße";"major";"Bundesland"
"03257026";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03257026";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03452019";"55";"57";"lden";"300";"Straße";"major";"Bundesland"
"03452019";"60";"62";"lden";"100";"Straße";"major";"Bundesland"
"03452019";"65";"67";"lden";"100";"Straße";"major";"Bundesland"
"03452019";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"03452019";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03452019";"50";"52";"lnight";"100";"Straße";"major";"Bundesland"
"03452019";"55";"57";"lnight";"100";"Straße";"major";"Bundesland"
"03452019";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"03452019";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03452019";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03461007";"55";"57";"lden";"300";"Straße";"major";"Bundesland"
"03461007";"60";"62";"lden";"100";"Straße";"major";"Bundesland"
"03461007";"65";"67";"lden";"100";"Straße";"major";"Bundesland"
"03461007";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"03461007";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03461007";"50";"52";"lnight";"100";"Straße";"major";"Bundesland"
"03461007";"55";"57";"lnight";"100";"Straße";"major";"Bundesland"
"03461007";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"03461007";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03461007";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03456015";"55";"57";"lden";"3300";"Straße";"major";"Bundesland"
"03456015";"60";"62";"lden";"2000";"Straße";"major";"Bundesland"
"03456015";"65";"67";"lden";"1900";"Straße";"major";"Bundesland"
"03456015";"70";"72";"lden";"700";"Straße";"major";"Bundesland"
"03456015";"75";"77";"lden";"100";"Straße";"major";"Bundesland"
"03456015";"50";"52";"lnight";"2400";"Straße";"major";"Bundesland"
"03456015";"55";"57";"lnight";"2000";"Straße";"major";"Bundesland"
"03456015";"60";"62";"lnight";"800";"Straße";"major";"Bundesland"
"03456015";"65";"67";"lnight";"100";"Straße";"major";"Bundesland"
"03456015";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03254026";"55";"57";"lden";"300";"Straße";"major";"Bundesland"
"03254026";"60";"62";"lden";"100";"Straße";"major";"Bundesland"
"03254026";"65";"67";"lden";"0";"Straße";"major";"Bundesland"
"03254026";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"03254026";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
